NAME,PRIM AIRPORT,ADDRESS,TRANS,FAM PLAN,ADDRESS_2,CHECK-IN,ST,CNTRY,POSTAL CODE,CHECK OUT,PHONE,TELEX,COMM PERCENT,FAX,RESV,MEAL PLAN,TAX RATE,PROPERTY TYPE CODES,CURR,TOTAL RMS,RA,RC,CR,EX,EC,worldspan code,Check availability
GRAND MERCURE SAPPORO,CTS,Kita1 jonishi11 chome 1,Y,Y,HOKKAIDO JAPAN 0600001,1500,,CJP,0600001,1100,81112712711,,10,81112073344,,"['EP', 'BB', 'HB', 'FB']",0,UP,JPY,294,K,K,K,K,K,RTGMSPK,HHPCRTGMSPK
