NAME,PRIM AIRPORT,ADDRESS,TRANS,FAM PLAN,ADDRESS_2,CHECK-IN,ST,CNTRY,POSTAL CODE,CHECK OUT,PHONE,TELEX,COMM PERCENT,FAX,RESV,MEAL PLAN,TAX RATE,PROPERTY TYPE CODES,CURR,TOTAL RMS,RA,RC,CR,EX,EC,worldspan code,Check availability
HOMM SUITES LAGUNA,HKT,61 Moo 4 Srisoonthorn Road,N,Y,PHUKET THAILAND 83110,1500,,CTH,83110,1200,6676358500,,10,660,,"['EP', 'BB']",00,LH,THB,79,K,K,K,K,K,RTHMHKT,HHPCRTHMHKT
