NAME,PRIM AIRPORT,ADDRESS,TRANS,FAM PLAN,ADDRESS_2,CHECK-IN,ST,CNTRY,POSTAL CODE,CHECK OUT,PHONE,TELEX,COMM PERCENT,FAX,RESV,MEAL PLAN,TAX RATE,PROPERTY TYPE CODES,CURR,TOTAL RMS,RA,RC,CR,EX,EC,worldspan code,Check availability
MERCURE KUALA LUMPUR TRION,KUL,JALAN DUA,N,Y,KUALA LUMPUR MALAYSIA 55200,1500,,CMY,55200,1200,6097728888,,10,6097728888,,"['EP', 'BB']",00,MD,MYR,228,K,K,K,K,K,RTMRKUL,HHPCRTMRKUL
