NAME,PRIM AIRPORT,ADDRESS,TRANS,FAM PLAN,ADDRESS_2,CHECK-IN,ST,CNTRY,POSTAL CODE,CHECK OUT,PHONE,TELEX,COMM PERCENT,FAX,RESV,MEAL PLAN,TAX RATE,PROPERTY TYPE CODES,CURR,TOTAL RMS,RA,RC,CR,EX,EC,worldspan code,Check availability
GRAND MERCURE ISE-SHIMA,NGO,936 6,N,Y,MIE JAPAN 5170204,1500,,CJP,5170204,1000,81599552111,,10,81599552688,,"['EP', 'BB', 'HB', 'FB']",0,UP,JPY,372,K,K,K,K,K,RTGMNGO,HHPCRTGMNGO
