NAME,PRIM AIRPORT,ADDRESS,TRANS,FAM PLAN,ADDRESS_2,CHECK-IN,ST,CNTRY,POSTAL CODE,CHECK OUT,PHONE,TELEX,COMM PERCENT,FAX,RESV,MEAL PLAN,TAX RATE,PROPERTY TYPE CODES,CURR,TOTAL RMS,RA,RC,CR,EX,EC,worldspan code,Check availability
GRAND MERCURE AWAJI ISLAND,TKS,317,N,Y,HYOGO JAPAN 6560503,1500,,CJP,6560503,1000,81799523011,,10,81799523770,,"['EP', 'BB', 'HB', 'FB']",0,UP,JPY,326,K,K,K,K,K,RTGMTKS,HHPCRTGMTKS
