NAME,PRIM AIRPORT,ADDRESS,TRANS,FAM PLAN,ADDRESS_2,CHECK-IN,ST,CNTRY,POSTAL CODE,CHECK OUT,PHONE,TELEX,COMM PERCENT,FAX,RESV,MEAL PLAN,TAX RATE,PROPERTY TYPE CODES,CURR,TOTAL RMS,RA,RC,CR,EX,EC,worldspan code,Check availability
MERCURE TOYAMA TONAMI,TOY,330 Tenno,N,Y,TOYAMA JAPAN 9391438,1500,,CJP,9391438,1000,81763372000,,10,81763372333,,"['EP', 'BB', 'HB', 'FB']",0,MD,JPY,249,K,K,K,K,K,RTMETOY,HHPCRTMETOY
