NAME,PRIM AIRPORT,ADDRESS,TRANS,FAM PLAN,ADDRESS_2,CHECK-IN,ST,CNTRY,POSTAL CODE,CHECK OUT,PHONE,TELEX,COMM PERCENT,FAX,RESV,MEAL PLAN,TAX RATE,PROPERTY TYPE CODES,CURR,TOTAL RMS,RA,RC,CR,EX,EC,worldspan code,Check availability
GRAND MERCURE BEPPU BAY,OIT,1825,Y,Y,OITA JAPAN 8791508,1500,,CJP,8791508,1100,81977729800,,10,81977729700,,"['EP', 'BB', 'HB', 'FB']",0,UP,JPY,289,K,K,K,K,K,RTGMOIT,HHPCRTGMOIT
