NAME,PRIM AIRPORT,ADDRESS,TRANS,FAM PLAN,ADDRESS_2,CHECK-IN,ST,CNTRY,POSTAL CODE,CHECK OUT,PHONE,TELEX,COMM PERCENT,FAX,RESV,MEAL PLAN,TAX RATE,PROPERTY TYPE CODES,CURR,TOTAL RMS,RA,RC,CR,EX,EC,worldspan code,Check availability
MERCURE WAKAYAMA KUSHIMOTO,KIX,1184 10 Sangodai,N,Y,WAKAYAMA JAPAN 6493510,1500,,CJP,6493510,1100,81735627771,,10,81735627760,,"['EP', 'BB', 'HB', 'FB']",0,MD,JPY,251,K,K,K,K,K,RTWAKUJ,HHPCRTWAKUJ
