Action,HRID,Tars Key,Rate Level,Product,External System Code,External Code,Nb Pax,Tars Key Type,Declared in Systems,Booking Limit
A,HC1Q7,,,TWC,DQ,TWC,1,,No,No
A,HC1Q7,,,TWC,DQ,TWC,2,,No,No
A,HC1Q7,,,TWC,HO,TWC,1,,No,No
A,HC1Q7,,,TWC,HO,TWC,2,,No,No
A,HC1Q7,,,TWC,TE,TWC,1,,No,No
A,HC1Q7,,,TWC,TE,TWC,2,,No,No
A,HC1Q7,,,SXA,1A,S3S,1,,No,No
A,HC1Q7,,,SXA,1A,S3S,2,,No,No
A,HC1Q7,,,SXA,1A,S3S,3,,No,No
A,HC1Q7,,,SXA,1A,S3S,4,,No,No
A,HC1Q7,,,SXA,AA,S3S,1,,No,No
A,HC1Q7,,,SXA,AA,S3S,2,,No,No
A,HC1Q7,,,SXA,AA,S3S,3,,No,No
A,HC1Q7,,,SXA,AA,S3S,4,,No,No
A,HC1Q7,,,SXA,UA,S3S,1,,No,No
A,HC1Q7,,,SXA,UA,S3S,2,,No,No
A,HC1Q7,,,SXA,UA,S3S,3,,No,No
A,HC1Q7,,,SXA,UA,S3S,4,,No,No
A,HC1Q7,,,SXA,TW,S3S,1,,No,No
A,HC1Q7,,,SXA,TW,S3S,2,,No,No
A,HC1Q7,,,SXA,TW,S3S,3,,No,No
A,HC1Q7,,,SXA,TW,S3S,4,,No,No
A,HC1Q7,,,SXA,WB,S3S,1,,No,No
A,HC1Q7,,,SXA,WB,S3S,2,,No,No
A,HC1Q7,,,SXA,WB,S3S,3,,No,No
A,HC1Q7,,,SXA,WB,S3S,4,,No,No
A,HC1Q7,,,SXA,DQ,SXA,1,,No,No
A,HC1Q7,,,SXA,DQ,SXA,2,,No,No
A,HC1Q7,,,SXA,DQ,SXA,3,,No,No
A,HC1Q7,,,SXA,DQ,SXA,4,,No,No
A,HC1Q7,,,SXA,HO,SXA,1,,No,No
A,HC1Q7,,,SXA,HO,SXA,2,,No,No
A,HC1Q7,,,SXA,HO,SXA,3,,No,No
A,HC1Q7,,,SXA,HO,SXA,4,,No,No
A,HC1Q7,,,SXA,TE,SXA,1,,No,No
A,HC1Q7,,,SXA,TE,SXA,2,,No,No
A,HC1Q7,,,SXA,TE,SXA,3,,No,No
A,HC1Q7,,,SXA,TE,SXA,4,,No,No
A,HC1Q7,,,SWC,1A,J5S,1,,No,No
A,HC1Q7,,,SWC,1A,J5S,2,,No,No
A,HC1Q7,,,SWC,1A,J5S,3,,No,No
A,HC1Q7,,,SWC,1A,J5S,4,,No,No
A,HC1Q7,,,SWC,1A,J5S,5,,No,No
A,HC1Q7,,,SWC,AA,J5S,1,,No,No
A,HC1Q7,,,SWC,AA,J5S,2,,No,No
A,HC1Q7,,,SWC,AA,J5S,3,,No,No
A,HC1Q7,,,SWC,AA,J5S,4,,No,No
A,HC1Q7,,,SWC,AA,J5S,5,,No,No
A,HC1Q7,,,SWC,UA,J5S,1,,No,No
A,HC1Q7,,,SWC,UA,J5S,2,,No,No
A,HC1Q7,,,SWC,UA,J5S,3,,No,No
A,HC1Q7,,,SWC,UA,J5S,4,,No,No
A,HC1Q7,,,SWC,UA,J5S,5,,No,No
A,HC1Q7,,,SWC,TW,J5S,1,,No,No
A,HC1Q7,,,SWC,TW,J5S,2,,No,No
A,HC1Q7,,,SWC,TW,J5S,3,,No,No
A,HC1Q7,,,SWC,TW,J5S,4,,No,No
A,HC1Q7,,,SWC,TW,J5S,5,,No,No
A,HC1Q7,,,SWC,WB,J5S,1,,No,No
A,HC1Q7,,,SWC,WB,J5S,2,,No,No
A,HC1Q7,,,SWC,WB,J5S,3,,No,No
A,HC1Q7,,,SWC,WB,J5S,4,,No,No
A,HC1Q7,,,SWC,WB,J5S,5,,No,No
A,HC1Q7,,,SWC,DQ,SWC,1,,No,No
A,HC1Q7,,,SWC,DQ,SWC,2,,No,No
A,HC1Q7,,,SWC,DQ,SWC,3,,No,No
A,HC1Q7,,,SWC,DQ,SWC,4,,No,No
A,HC1Q7,,,SWC,DQ,SWC,5,,No,No
A,HC1Q7,,,SWC,HO,SWC,1,,No,No
A,HC1Q7,,,SWC,HO,SWC,2,,No,No
A,HC1Q7,,,SWC,HO,SWC,3,,No,No
A,HC1Q7,,,SWC,HO,SWC,4,,No,No
A,HC1Q7,,,SWC,HO,SWC,5,,No,No
A,HC1Q7,,,SWC,TE,SWC,1,,No,No
A,HC1Q7,,,SWC,TE,SWC,2,,No,No
A,HC1Q7,,,SWC,TE,SWC,3,,No,No
A,HC1Q7,,,SWC,TE,SWC,4,,No,No
A,HC1Q7,,,SWC,TE,SWC,5,,No,No
A,HC1Q8,,,TWAZ,1A,D2S,1,,No,No
A,HC1Q8,,,TWAZ,1A,D2S,2,,No,No
A,HC1Q8,,,TWAZ,1A,D2S,3,,No,No
A,HC1Q8,,,TWAZ,AA,D2S,1,,No,No
A,HC1Q8,,,TWAZ,AA,D2S,2,,No,No
A,HC1Q8,,,TWAZ,AA,D2S,3,,No,No
A,HC1Q8,,,TWAZ,UA,D2S,1,,No,No
A,HC1Q8,,,TWAZ,UA,D2S,2,,No,No
A,HC1Q8,,,TWAZ,UA,D2S,3,,No,No
A,HC1Q8,,,TWAZ,TW,D2S,1,,No,No
A,HC1Q8,,,TWAZ,TW,D2S,2,,No,No
A,HC1Q8,,,TWAZ,TW,D2S,3,,No,No
A,HC1Q8,,,TWAZ,WB,D2S,1,,No,No
A,HC1Q8,,,TWAZ,WB,D2S,2,,No,No
A,HC1Q8,,,TWAZ,WB,D2S,3,,No,No
A,HC1Q8,,,TWAZ,DQ,TWAZ,1,,No,No
A,HC1Q8,,,TWAZ,DQ,TWAZ,2,,No,No
A,HC1Q8,,,TWAZ,DQ,TWAZ,3,,No,No
A,HC1Q8,,,TWAZ,HO,TWAZ,1,,No,No
A,HC1Q8,,,TWAZ,HO,TWAZ,2,,No,No
A,HC1Q8,,,TWAZ,HO,TWAZ,3,,No,No
A,HC1Q8,,,TWAZ,TE,TWAZ,1,,No,No
A,HC1Q8,,,TWAZ,TE,TWAZ,2,,No,No
A,HC1Q8,,,TWAZ,TE,TWAZ,3,,No,No
A,HC1Q8,,,R3CZ,1A,D4S,1,,No,No
A,HC1Q8,,,R3CZ,1A,D4S,2,,No,No
A,HC1Q8,,,R3CZ,1A,D4S,3,,No,No
A,HC1Q8,,,R3CZ,1A,D4S,4,,No,No
A,HC1Q8,,,R3CZ,AA,D4S,1,,No,No
A,HC1Q8,,,R3CZ,AA,D4S,2,,No,No
A,HC1Q8,,,R3CZ,AA,D4S,3,,No,No
A,HC1Q8,,,R3CZ,AA,D4S,4,,No,No
A,HC1Q8,,,R3CZ,UA,D4S,1,,No,No
A,HC1Q8,,,R3CZ,UA,D4S,2,,No,No
A,HC1Q8,,,R3CZ,UA,D4S,3,,No,No
A,HC1Q8,,,R3CZ,UA,D4S,4,,No,No
A,HC1Q8,,,R3CZ,TW,D4S,1,,No,No
A,HC1Q8,,,R3CZ,TW,D4S,2,,No,No
A,HC1Q8,,,R3CZ,TW,D4S,3,,No,No
A,HC1Q8,,,R3CZ,TW,D4S,4,,No,No
A,HC1Q8,,,R3CZ,WB,D4S,1,,No,No
A,HC1Q8,,,R3CZ,WB,D4S,2,,No,No
A,HC1Q8,,,R3CZ,WB,D4S,3,,No,No
A,HC1Q8,,,R3CZ,WB,D4S,4,,No,No
A,HC1Q8,,,R3CZ,DQ,R3CZ,1,,No,No
A,HC1Q8,,,R3CZ,DQ,R3CZ,2,,No,No
A,HC1Q8,,,R3CZ,DQ,R3CZ,3,,No,No
A,HC1Q8,,,R3CZ,DQ,R3CZ,4,,No,No
A,HC1Q8,,,R3CZ,HO,R3CZ,1,,No,No
A,HC1Q8,,,R3CZ,HO,R3CZ,2,,No,No
A,HC1Q8,,,R3CZ,HO,R3CZ,3,,No,No
A,HC1Q8,,,R3CZ,HO,R3CZ,4,,No,No
A,HC1Q8,,,R3CZ,TE,R3CZ,1,,No,No
A,HC1Q8,,,R3CZ,TE,R3CZ,2,,No,No
A,HC1Q8,,,R3CZ,TE,R3CZ,3,,No,No
A,HC1Q8,,,R3CZ,TE,R3CZ,4,,No,No
A,HC1Q8,,,S2D,1A,D2T,1,,No,No
A,HC1Q8,,,S2D,1A,D2T,2,,No,No
A,HC1Q8,,,S2D,1A,D2T,3,,No,No
A,HC1Q8,,,S2D,1A,D2T,4,,No,No
A,HC1Q8,,,S2D,AA,D2T,1,,No,No
A,HC1Q8,,,S2D,AA,D2T,2,,No,No
A,HC1Q8,,,S2D,AA,D2T,3,,No,No
A,HC1Q8,,,S2D,AA,D2T,4,,No,No
A,HC1Q8,,,S2D,UA,D2T,1,,No,No
A,HC1Q8,,,S2D,UA,D2T,2,,No,No
A,HC1Q8,,,S2D,UA,D2T,3,,No,No
A,HC1Q8,,,S2D,UA,D2T,4,,No,No
A,HC1Q8,,,S2D,TW,D2T,1,,No,No
A,HC1Q8,,,S2D,TW,D2T,2,,No,No
A,HC1Q8,,,S2D,TW,D2T,3,,No,No
A,HC1Q8,,,S2D,TW,D2T,4,,No,No
A,HC1Q8,,,S2D,WB,D2T,1,,No,No
A,HC1Q8,,,S2D,WB,D2T,2,,No,No
A,HC1Q8,,,S2D,WB,D2T,3,,No,No
A,HC1Q8,,,S2D,WB,D2T,4,,No,No
A,HC1Q8,,,S2D,DQ,S2D,1,,No,No
A,HC1Q8,,,S2D,DQ,S2D,2,,No,No
A,HC1Q8,,,S2D,DQ,S2D,3,,No,No
A,HC1Q8,,,S2D,DQ,S2D,4,,No,No
A,HC1Q8,,,S2D,HO,S2D,1,,No,No
A,HC1Q8,,,S2D,HO,S2D,2,,No,No
A,HC1Q8,,,S2D,HO,S2D,3,,No,No
A,HC1Q8,,,S2D,HO,S2D,4,,No,No
A,HC1Q8,,,S2D,TE,S2D,1,,No,No
A,HC1Q8,,,S2D,TE,S2D,2,,No,No
A,HC1Q8,,,S2D,TE,S2D,3,,No,No
A,HC1Q8,,,S2D,TE,S2D,4,,No,No
A,HC1Q8,,,DBE,1A,D1D,1,,No,No
A,HC1Q8,,,DBE,1A,D1D,2,,No,No
A,HC1Q8,,,DBE,1A,D1D,3,,No,No
A,HC1Q8,,,DBE,AA,D1D,1,,No,No
A,HC1Q8,,,DBE,AA,D1D,2,,No,No
A,HC1Q8,,,DBE,AA,D1D,3,,No,No
A,HC1Q8,,,DBE,UA,D1D,1,,No,No
A,HC1Q8,,,DBE,UA,D1D,2,,No,No
A,HC1Q8,,,DBE,UA,D1D,3,,No,No
A,HC1Q8,,,DBE,TW,D1D,1,,No,No
A,HC1Q8,,,DBE,TW,D1D,2,,No,No
A,HC1Q8,,,DBE,TW,D1D,3,,No,No
A,HC1Q8,,,DBE,WB,D1D,1,,No,No
A,HC1Q8,,,DBE,WB,D1D,2,,No,No
A,HC1Q8,,,DBE,WB,D1D,3,,No,No
A,HC1Q8,,,DBE,DQ,DBE,1,,No,No
A,HC1Q8,,,DBE,DQ,DBE,2,,No,No
A,HC1Q8,,,DBE,DQ,DBE,3,,No,No
A,HC1Q8,,,DBE,HO,DBE,1,,No,No
A,HC1Q8,,,DBE,HO,DBE,2,,No,No
A,HC1Q8,,,DBE,HO,DBE,3,,No,No
A,HC1Q8,,,DBE,TE,DBE,1,,No,No
A,HC1Q8,,,DBE,TE,DBE,2,,No,No
A,HC1Q8,,,DBE,TE,DBE,3,,No,No
A,HC1Q8,,,TWE,1A,D1T,1,,No,No
A,HC1Q8,,,TWE,1A,D1T,2,,No,No
A,HC1Q8,,,TWE,1A,D1T,3,,No,No
A,HC1Q8,,,TWE,AA,D1T,1,,No,No
A,HC1Q8,,,TWE,AA,D1T,2,,No,No
A,HC1Q8,,,TWE,AA,D1T,3,,No,No
A,HC1Q8,,,TWE,UA,D1T,1,,No,No
A,HC1Q8,,,TWE,UA,D1T,2,,No,No
A,HC1Q8,,,TWE,UA,D1T,3,,No,No
A,HC1Q8,,,TWE,TW,D1T,1,,No,No
A,HC1Q8,,,TWE,TW,D1T,2,,No,No
A,HC1Q8,,,TWE,TW,D1T,3,,No,No
A,HC1Q8,,,TWE,WB,D1T,1,,No,No
A,HC1Q8,,,TWE,WB,D1T,2,,No,No
A,HC1Q8,,,TWE,WB,D1T,3,,No,No
A,HC1Q8,,,TWE,DQ,TWE,1,,No,No
A,HC1Q8,,,TWE,DQ,TWE,2,,No,No
A,HC1Q8,,,TWE,DQ,TWE,3,,No,No
A,HC1Q8,,,TWE,HO,TWE,1,,No,No
A,HC1Q8,,,TWE,HO,TWE,2,,No,No
A,HC1Q8,,,TWE,HO,TWE,3,,No,No
A,HC1Q8,,,TWE,TE,TWE,1,,No,No
A,HC1Q8,,,TWE,TE,TWE,2,,No,No
A,HC1Q8,,,TWE,TE,TWE,3,,No,No
A,HC1Q8,,,TFAEF,1A,B2S,1,,No,No
A,HC1Q8,,,TFAEF,1A,B2S,2,,No,No
A,HC1Q8,,,TFAEF,1A,B2S,3,,No,No
A,HC1Q8,,,TFAEF,AA,B2S,1,,No,No
A,HC1Q8,,,TFAEF,AA,B2S,2,,No,No
A,HC1Q8,,,TFAEF,AA,B2S,3,,No,No
A,HC1Q8,,,TFAEF,UA,B2S,1,,No,No
A,HC1Q8,,,TFAEF,UA,B2S,2,,No,No
A,HC1Q8,,,TFAEF,UA,B2S,3,,No,No
A,HC1Q8,,,TFAEF,TW,B2S,1,,No,No
A,HC1Q8,,,TFAEF,TW,B2S,2,,No,No
A,HC1Q8,,,TFAEF,TW,B2S,3,,No,No
A,HC1Q8,,,TFAEF,WB,B2S,1,,No,No
A,HC1Q8,,,TFAEF,WB,B2S,2,,No,No
A,HC1Q8,,,TFAEF,WB,B2S,3,,No,No
A,HC1Q8,,,TFAEF,DQ,TFAEF,1,,No,No
A,HC1Q8,,,TFAEF,DQ,TFAEF,2,,No,No
A,HC1Q8,,,TFAEF,DQ,TFAEF,3,,No,No
A,HC1Q8,,,TFAEF,HO,TFAEF,1,,No,No
A,HC1Q8,,,TFAEF,HO,TFAEF,2,,No,No
A,HC1Q8,,,TFAEF,HO,TFAEF,3,,No,No
A,HC1Q8,,,TFAEF,TE,TFAEF,1,,No,No
A,HC1Q8,,,TFAEF,TE,TFAEF,2,,No,No
A,HC1Q8,,,TFAEF,TE,TFAEF,3,,No,No
A,HC1Q8,,,TAC,1A,B1T,1,,No,No
A,HC1Q8,,,TAC,1A,B1T,2,,No,No
A,HC1Q8,,,TAC,1A,B1T,3,,No,No
A,HC1Q8,,,TAC,1A,B1T,4,,No,No
A,HC1Q8,,,TAC,AA,B1T,1,,No,No
A,HC1Q8,,,TAC,AA,B1T,2,,No,No
A,HC1Q8,,,TAC,AA,B1T,3,,No,No
A,HC1Q8,,,TAC,AA,B1T,4,,No,No
A,HC1Q8,,,TAC,UA,B1T,1,,No,No
A,HC1Q8,,,TAC,UA,B1T,2,,No,No
A,HC1Q8,,,TAC,UA,B1T,3,,No,No
A,HC1Q8,,,TAC,UA,B1T,4,,No,No
A,HC1Q8,,,TAC,TW,B1T,1,,No,No
A,HC1Q8,,,TAC,TW,B1T,2,,No,No
A,HC1Q8,,,TAC,TW,B1T,3,,No,No
A,HC1Q8,,,TAC,TW,B1T,4,,No,No
A,HC1Q8,,,TAC,WB,B1T,1,,No,No
A,HC1Q8,,,TAC,WB,B1T,2,,No,No
A,HC1Q8,,,TAC,WB,B1T,3,,No,No
A,HC1Q8,,,TAC,WB,B1T,4,,No,No
A,HC1Q8,,,TAC,DQ,TAC,1,,No,No
A,HC1Q8,,,TAC,DQ,TAC,2,,No,No
A,HC1Q8,,,TAC,DQ,TAC,3,,No,No
A,HC1Q8,,,TAC,DQ,TAC,4,,No,No
A,HC1Q8,,,TAC,HO,TAC,1,,No,No
A,HC1Q8,,,TAC,HO,TAC,2,,No,No
A,HC1Q8,,,TAC,HO,TAC,3,,No,No
A,HC1Q8,,,TAC,HO,TAC,4,,No,No
A,HC1Q8,,,TAC,TE,TAC,1,,No,No
A,HC1Q8,,,TAC,TE,TAC,2,,No,No
A,HC1Q8,,,TAC,TE,TAC,3,,No,No
A,HC1Q8,,,TAC,TE,TAC,4,,No,No
A,HC1Q8,,,SMA,1A,J6S,1,,No,No
A,HC1Q8,,,SMA,1A,J6S,2,,No,No
A,HC1Q8,,,SMA,1A,J6S,3,,No,No
A,HC1Q8,,,SMA,1A,J6S,4,,No,No
A,HC1Q8,,,SMA,1A,J6S,5,,No,No
A,HC1Q8,,,SMA,1A,J6S,6,,No,No
A,HC1Q8,,,SMA,AA,J6S,1,,No,No
A,HC1Q8,,,SMA,AA,J6S,2,,No,No
A,HC1Q8,,,SMA,AA,J6S,3,,No,No
A,HC1Q8,,,SMA,AA,J6S,4,,No,No
A,HC1Q8,,,SMA,AA,J6S,5,,No,No
A,HC1Q8,,,SMA,AA,J6S,6,,No,No
A,HC1Q8,,,SMA,UA,J6S,1,,No,No
A,HC1Q8,,,SMA,UA,J6S,2,,No,No
A,HC1Q8,,,SMA,UA,J6S,3,,No,No
A,HC1Q8,,,SMA,UA,J6S,4,,No,No
A,HC1Q8,,,SMA,UA,J6S,5,,No,No
A,HC1Q8,,,SMA,UA,J6S,6,,No,No
A,HC1Q8,,,SMA,TW,J6S,1,,No,No
A,HC1Q8,,,SMA,TW,J6S,2,,No,No
A,HC1Q8,,,SMA,TW,J6S,3,,No,No
A,HC1Q8,,,SMA,TW,J6S,4,,No,No
A,HC1Q8,,,SMA,TW,J6S,5,,No,No
A,HC1Q8,,,SMA,TW,J6S,6,,No,No
A,HC1Q8,,,SMA,WB,J6S,1,,No,No
A,HC1Q8,,,SMA,WB,J6S,2,,No,No
A,HC1Q8,,,SMA,WB,J6S,3,,No,No
A,HC1Q8,,,SMA,WB,J6S,4,,No,No
A,HC1Q8,,,SMA,WB,J6S,5,,No,No
A,HC1Q8,,,SMA,WB,J6S,6,,No,No
A,HC1Q8,,,SMA,DQ,SMA,1,,No,No
A,HC1Q8,,,SMA,DQ,SMA,2,,No,No
A,HC1Q8,,,SMA,DQ,SMA,3,,No,No
A,HC1Q8,,,SMA,DQ,SMA,4,,No,No
A,HC1Q8,,,SMA,DQ,SMA,5,,No,No
A,HC1Q8,,,SMA,DQ,SMA,6,,No,No
A,HC1Q8,,,SMA,HO,SMA,1,,No,No
A,HC1Q8,,,SMA,HO,SMA,2,,No,No
A,HC1Q8,,,SMA,HO,SMA,3,,No,No
A,HC1Q8,,,SMA,HO,SMA,4,,No,No
A,HC1Q8,,,SMA,HO,SMA,5,,No,No
A,HC1Q8,,,SMA,HO,SMA,6,,No,No
A,HC1Q8,,,SMA,TE,SMA,1,,No,No
A,HC1Q8,,,SMA,TE,SMA,2,,No,No
A,HC1Q8,,,SMA,TE,SMA,3,,No,No
A,HC1Q8,,,SMA,TE,SMA,4,,No,No
A,HC1Q8,,,SMA,TE,SMA,5,,No,No
A,HC1Q8,,,SMA,TE,SMA,6,,No,No
A,HC1Q8,,,TWC,1A,A2S,1,,No,No
A,HC1Q8,,,TWC,1A,A2S,2,,No,No
A,HC1Q8,,,TWC,AA,A2S,1,,No,No
A,HC1Q8,,,TWC,AA,A2S,2,,No,No
A,HC1Q8,,,TWC,UA,A2S,1,,No,No
A,HC1Q8,,,TWC,UA,A2S,2,,No,No
A,HC1Q8,,,TWC,TW,A2S,1,,No,No
A,HC1Q8,,,TWC,TW,A2S,2,,No,No
A,HC1Q8,,,TWC,WB,A2S,1,,No,No
A,HC1Q8,,,TWC,WB,A2S,2,,No,No
A,HC1Q8,,,TWC,DQ,TWC,1,,No,No
A,HC1Q8,,,TWC,DQ,TWC,2,,No,No
A,HC1Q8,,,TWC,HO,TWC,1,,No,No
A,HC1Q8,,,TWC,HO,TWC,2,,No,No
A,HC1Q8,,,TWC,TE,TWC,1,,No,No
A,HC1Q8,,,TWC,TE,TWC,2,,No,No
A,HC1Q8,,,SXA,1A,S4S,1,,No,No
A,HC1Q8,,,SXA,1A,S4S,2,,No,No
A,HC1Q8,,,SXA,1A,S4S,3,,No,No
A,HC1Q8,,,SXA,1A,S4S,4,,No,No
A,HC1Q8,,,SXA,AA,S4S,1,,No,No
A,HC1Q8,,,SXA,AA,S4S,2,,No,No
A,HC1Q8,,,SXA,AA,S4S,3,,No,No
A,HC1Q8,,,SXA,AA,S4S,4,,No,No
A,HC1Q8,,,SXA,UA,S4S,1,,No,No
A,HC1Q8,,,SXA,UA,S4S,2,,No,No
A,HC1Q8,,,SXA,UA,S4S,3,,No,No
A,HC1Q8,,,SXA,UA,S4S,4,,No,No
A,HC1Q8,,,SXA,TW,S4S,1,,No,No
A,HC1Q8,,,SXA,TW,S4S,2,,No,No
A,HC1Q8,,,SXA,TW,S4S,3,,No,No
A,HC1Q8,,,SXA,TW,S4S,4,,No,No
A,HC1Q8,,,SXA,WB,S4S,1,,No,No
A,HC1Q8,,,SXA,WB,S4S,2,,No,No
A,HC1Q8,,,SXA,WB,S4S,3,,No,No
A,HC1Q8,,,SXA,WB,S4S,4,,No,No
A,HC1Q8,,,SXA,DQ,SXA,1,,No,No
A,HC1Q8,,,SXA,DQ,SXA,2,,No,No
A,HC1Q8,,,SXA,DQ,SXA,3,,No,No
A,HC1Q8,,,SXA,DQ,SXA,4,,No,No
A,HC1Q8,,,SXA,HO,SXA,1,,No,No
A,HC1Q8,,,SXA,HO,SXA,2,,No,No
A,HC1Q8,,,SXA,HO,SXA,3,,No,No
A,HC1Q8,,,SXA,HO,SXA,4,,No,No
A,HC1Q8,,,SXA,TE,SXA,1,,No,No
A,HC1Q8,,,SXA,TE,SXA,2,,No,No
A,HC1Q8,,,SXA,TE,SXA,3,,No,No
A,HC1Q8,,,SXA,TE,SXA,4,,No,No
A,HC1R1,,,R3CZ,1A,D4S,1,,No,No
A,HC1R1,,,R3CZ,1A,D4S,2,,No,No
A,HC1R1,,,R3CZ,1A,D4S,3,,No,No
A,HC1R1,,,R3CZ,1A,D4S,4,,No,No
A,HC1R1,,,R3CZ,AA,D4S,1,,No,No
A,HC1R1,,,R3CZ,AA,D4S,2,,No,No
A,HC1R1,,,R3CZ,AA,D4S,3,,No,No
A,HC1R1,,,R3CZ,AA,D4S,4,,No,No
A,HC1R1,,,R3CZ,UA,D4S,1,,No,No
A,HC1R1,,,R3CZ,UA,D4S,2,,No,No
A,HC1R1,,,R3CZ,UA,D4S,3,,No,No
A,HC1R1,,,R3CZ,UA,D4S,4,,No,No
A,HC1R1,,,R3CZ,TW,D4S,1,,No,No
A,HC1R1,,,R3CZ,TW,D4S,2,,No,No
A,HC1R1,,,R3CZ,TW,D4S,3,,No,No
A,HC1R1,,,R3CZ,TW,D4S,4,,No,No
A,HC1R1,,,R3CZ,WB,D4S,1,,No,No
A,HC1R1,,,R3CZ,WB,D4S,2,,No,No
A,HC1R1,,,R3CZ,WB,D4S,3,,No,No
A,HC1R1,,,R3CZ,WB,D4S,4,,No,No
A,HC1R1,,,R3CZ,DQ,R3CZ,1,,No,No
A,HC1R1,,,R3CZ,DQ,R3CZ,2,,No,No
A,HC1R1,,,R3CZ,DQ,R3CZ,3,,No,No
A,HC1R1,,,R3CZ,DQ,R3CZ,4,,No,No
A,HC1R1,,,R3CZ,HO,R3CZ,1,,No,No
A,HC1R1,,,R3CZ,HO,R3CZ,2,,No,No
A,HC1R1,,,R3CZ,HO,R3CZ,3,,No,No
A,HC1R1,,,R3CZ,HO,R3CZ,4,,No,No
A,HC1R1,,,R3CZ,TE,R3CZ,1,,No,No
A,HC1R1,,,R3CZ,TE,R3CZ,2,,No,No
A,HC1R1,,,R3CZ,TE,R3CZ,3,,No,No
A,HC1R1,,,R3CZ,TE,R3CZ,4,,No,No
A,HC1R1,,,TWAZ,1A,D2S,1,,No,No
A,HC1R1,,,TWAZ,1A,D2S,2,,No,No
A,HC1R1,,,TWAZ,1A,D2S,3,,No,No
A,HC1R1,,,TWAZ,1A,D2S,4,,No,No
A,HC1R1,,,TWAZ,AA,D2S,1,,No,No
A,HC1R1,,,TWAZ,AA,D2S,2,,No,No
A,HC1R1,,,TWAZ,AA,D2S,3,,No,No
A,HC1R1,,,TWAZ,AA,D2S,4,,No,No
A,HC1R1,,,TWAZ,UA,D2S,1,,No,No
A,HC1R1,,,TWAZ,UA,D2S,2,,No,No
A,HC1R1,,,TWAZ,UA,D2S,3,,No,No
A,HC1R1,,,TWAZ,UA,D2S,4,,No,No
A,HC1R1,,,TWAZ,TW,D2S,1,,No,No
A,HC1R1,,,TWAZ,TW,D2S,2,,No,No
A,HC1R1,,,TWAZ,TW,D2S,3,,No,No
A,HC1R1,,,TWAZ,TW,D2S,4,,No,No
A,HC1R1,,,TWAZ,WB,D2S,1,,No,No
A,HC1R1,,,TWAZ,WB,D2S,2,,No,No
A,HC1R1,,,TWAZ,WB,D2S,3,,No,No
A,HC1R1,,,TWAZ,WB,D2S,4,,No,No
A,HC1R1,,,TWAZ,DQ,TWAZ,1,,No,No
A,HC1R1,,,TWAZ,DQ,TWAZ,2,,No,No
A,HC1R1,,,TWAZ,DQ,TWAZ,3,,No,No
A,HC1R1,,,TWAZ,DQ,TWAZ,4,,No,No
A,HC1R1,,,TWAZ,HO,TWAZ,1,,No,No
A,HC1R1,,,TWAZ,HO,TWAZ,2,,No,No
A,HC1R1,,,TWAZ,HO,TWAZ,3,,No,No
A,HC1R1,,,TWAZ,HO,TWAZ,4,,No,No
A,HC1R1,,,TWAZ,TE,TWAZ,1,,No,No
A,HC1R1,,,TWAZ,TE,TWAZ,2,,No,No
A,HC1R1,,,TWAZ,TE,TWAZ,3,,No,No
A,HC1R1,,,TWAZ,TE,TWAZ,4,,No,No
A,HC1R1,,,S4AZ,1A,D2T,1,,No,No
A,HC1R1,,,S4AZ,1A,D2T,2,,No,No
A,HC1R1,,,S4AZ,1A,D2T,3,,No,No
A,HC1R1,,,S4AZ,1A,D2T,4,,No,No
A,HC1R1,,,S4AZ,AA,D2T,1,,No,No
A,HC1R1,,,S4AZ,AA,D2T,2,,No,No
A,HC1R1,,,S4AZ,AA,D2T,3,,No,No
A,HC1R1,,,S4AZ,AA,D2T,4,,No,No
A,HC1R1,,,S4AZ,UA,D2T,1,,No,No
A,HC1R1,,,S4AZ,UA,D2T,2,,No,No
A,HC1R1,,,S4AZ,UA,D2T,3,,No,No
A,HC1R1,,,S4AZ,UA,D2T,4,,No,No
A,HC1R1,,,S4AZ,TW,D2T,1,,No,No
A,HC1R1,,,S4AZ,TW,D2T,2,,No,No
A,HC1R1,,,S4AZ,TW,D2T,3,,No,No
A,HC1R1,,,S4AZ,TW,D2T,4,,No,No
A,HC1R1,,,S4AZ,WB,D2T,1,,No,No
A,HC1R1,,,S4AZ,WB,D2T,2,,No,No
A,HC1R1,,,S4AZ,WB,D2T,3,,No,No
A,HC1R1,,,S4AZ,WB,D2T,4,,No,No
A,HC1R1,,,S4AZ,DQ,S4AZ,1,,No,No
A,HC1R1,,,S4AZ,DQ,S4AZ,2,,No,No
A,HC1R1,,,S4AZ,DQ,S4AZ,3,,No,No
A,HC1R1,,,S4AZ,DQ,S4AZ,4,,No,No
A,HC1R1,,,S4AZ,HO,S4AZ,1,,No,No
A,HC1R1,,,S4AZ,HO,S4AZ,2,,No,No
A,HC1R1,,,S4AZ,HO,S4AZ,3,,No,No
A,HC1R1,,,S4AZ,HO,S4AZ,4,,No,No
A,HC1R1,,,S4AZ,TE,S4AZ,1,,No,No
A,HC1R1,,,S4AZ,TE,S4AZ,2,,No,No
A,HC1R1,,,S4AZ,TE,S4AZ,3,,No,No
A,HC1R1,,,S4AZ,TE,S4AZ,4,,No,No
A,HC1R1,,,SWA,1A,J6S,1,,No,No
A,HC1R1,,,SWA,1A,J6S,2,,No,No
A,HC1R1,,,SWA,1A,J6S,3,,No,No
