Action,HRID,Tars Key,Rate Level,Product,External System Code,External Code,Nb Pax,Tars Key Type,Declared in Systems,Booking Limit
A,HC1P0,,,TWA,UA,C2S,3,,No,No
A,HC1P0,,,TWA,UA,C2S,4,,No,No
A,HC1P0,,,TWA,TW,C2S,1,,No,No
A,HC1P0,,,TWA,TW,C2S,2,,No,No
A,HC1P0,,,TWA,TW,C2S,3,,No,No
A,HC1P0,,,TWA,TW,C2S,4,,No,No
A,HC1P0,,,TWA,WB,C2S,1,,No,No
A,HC1P0,,,TWA,WB,C2S,2,,No,No
A,HC1P0,,,TWA,WB,C2S,3,,No,No
A,HC1P0,,,TWA,WB,C2S,4,,No,No
A,HC1P0,,,TWA,DQ,TWA,1,,No,No
A,HC1P0,,,TWA,DQ,TWA,2,,No,No
A,HC1P0,,,TWA,DQ,TWA,3,,No,No
A,HC1P0,,,TWA,DQ,TWA,4,,No,No
A,HC1P0,,,TWA,HO,TWA,1,,No,No
A,HC1P0,,,TWA,HO,TWA,2,,No,No
A,HC1P0,,,TWA,HO,TWA,3,,No,No
A,HC1P0,,,TWA,HO,TWA,4,,No,No
A,HC1P0,,,TWA,TE,TWA,1,,No,No
A,HC1P0,,,TWA,TE,TWA,2,,No,No
A,HC1P0,,,TWA,TE,TWA,3,,No,No
A,HC1P0,,,TWA,TE,TWA,4,,No,No
A,HC1P0,,,TWCZ,1A,C1T,1,,No,No
A,HC1P0,,,TWCZ,1A,C1T,2,,No,No
A,HC1P0,,,TWCZ,AA,C1T,1,,No,No
A,HC1P0,,,TWCZ,AA,C1T,2,,No,No
A,HC1P0,,,TWCZ,UA,C1T,1,,No,No
A,HC1P0,,,TWCZ,UA,C1T,2,,No,No
A,HC1P0,,,TWCZ,TW,C1T,1,,No,No
A,HC1P0,,,TWCZ,TW,C1T,2,,No,No
A,HC1P0,,,TWCZ,WB,C1T,1,,No,No
A,HC1P0,,,TWCZ,WB,C1T,2,,No,No
A,HC1P0,,,TWCZ,DQ,TWCZ,1,,No,No
A,HC1P0,,,TWCZ,DQ,TWCZ,2,,No,No
A,HC1P0,,,TWCZ,HO,TWCZ,1,,No,No
A,HC1P0,,,TWCZ,HO,TWCZ,2,,No,No
A,HC1P0,,,TWCZ,TE,TWCZ,1,,No,No
A,HC1P0,,,TWCZ,TE,TWCZ,2,,No,No
A,HC1P0,,,SMA,1A,J1T,1,,No,No
A,HC1P0,,,SMA,1A,J1T,2,,No,No
A,HC1P0,,,SMA,AA,J1T,1,,No,No
A,HC1P0,,,SMA,AA,J1T,2,,No,No
A,HC1P0,,,SMA,UA,J1T,1,,No,No
A,HC1P0,,,SMA,UA,J1T,2,,No,No
A,HC1P0,,,SMA,TW,J1T,1,,No,No
A,HC1P0,,,SMA,TW,J1T,2,,No,No
A,HC1P0,,,SMA,WB,J1T,1,,No,No
A,HC1P0,,,SMA,WB,J1T,2,,No,No
A,HC1P0,,,SMA,DQ,SMA,1,,No,No
A,HC1P0,,,SMA,DQ,SMA,2,,No,No
A,HC1P0,,,SMA,HO,SMA,1,,No,No
A,HC1P0,,,SMA,HO,SMA,2,,No,No
A,HC1P0,,,SMA,TE,SMA,1,,No,No
A,HC1P0,,,SMA,TE,SMA,2,,No,No
A,HC1P0,,,SXA,1A,S4S,1,,No,No
A,HC1P0,,,SXA,1A,S4S,2,,No,No
A,HC1P0,,,SXA,1A,S4S,3,,No,No
A,HC1P0,,,SXA,1A,S4S,4,,No,No
A,HC1P0,,,SXA,AA,S4S,1,,No,No
A,HC1P0,,,SXA,AA,S4S,2,,No,No
A,HC1P0,,,SXA,AA,S4S,3,,No,No
A,HC1P0,,,SXA,AA,S4S,4,,No,No
A,HC1P0,,,SXA,UA,S4S,1,,No,No
A,HC1P0,,,SXA,UA,S4S,2,,No,No
A,HC1P0,,,SXA,UA,S4S,3,,No,No
A,HC1P0,,,SXA,UA,S4S,4,,No,No
A,HC1P0,,,SXA,TW,S4S,1,,No,No
A,HC1P0,,,SXA,TW,S4S,2,,No,No
A,HC1P0,,,SXA,TW,S4S,3,,No,No
A,HC1P0,,,SXA,TW,S4S,4,,No,No
A,HC1P0,,,SXA,WB,S4S,1,,No,No
A,HC1P0,,,SXA,WB,S4S,2,,No,No
A,HC1P0,,,SXA,WB,S4S,3,,No,No
A,HC1P0,,,SXA,WB,S4S,4,,No,No
A,HC1P0,,,SXA,DQ,SXA,1,,No,No
A,HC1P0,,,SXA,DQ,SXA,2,,No,No
A,HC1P0,,,SXA,DQ,SXA,3,,No,No
A,HC1P0,,,SXA,DQ,SXA,4,,No,No
A,HC1P0,,,SXA,HO,SXA,1,,No,No
A,HC1P0,,,SXA,HO,SXA,2,,No,No
A,HC1P0,,,SXA,HO,SXA,3,,No,No
A,HC1P0,,,SXA,HO,SXA,4,,No,No
A,HC1P0,,,SXA,TE,SXA,1,,No,No
A,HC1P0,,,SXA,TE,SXA,2,,No,No
A,HC1P0,,,SXA,TE,SXA,3,,No,No
A,HC1P0,,,SXA,TE,SXA,4,,No,No
A,HC1P1,,,TWAZ,1A,D2S,1,,No,No
A,HC1P1,,,TWAZ,1A,D2S,2,,No,No
A,HC1P1,,,TWAZ,1A,D2S,3,,No,No
A,HC1P1,,,TWAZ,1A,D2S,4,,No,No
A,HC1P1,,,TWAZ,AA,D2S,1,,No,No
A,HC1P1,,,TWAZ,AA,D2S,2,,No,No
A,HC1P1,,,TWAZ,AA,D2S,3,,No,No
A,HC1P1,,,TWAZ,AA,D2S,4,,No,No
A,HC1P1,,,TWAZ,UA,D2S,1,,No,No
A,HC1P1,,,TWAZ,UA,D2S,2,,No,No
A,HC1P1,,,TWAZ,UA,D2S,3,,No,No
A,HC1P1,,,TWAZ,UA,D2S,4,,No,No
A,HC1P1,,,TWAZ,TW,D2S,1,,No,No
A,HC1P1,,,TWAZ,TW,D2S,2,,No,No
A,HC1P1,,,TWAZ,TW,D2S,3,,No,No
A,HC1P1,,,TWAZ,TW,D2S,4,,No,No
A,HC1P1,,,TWAZ,WB,D2S,1,,No,No
A,HC1P1,,,TWAZ,WB,D2S,2,,No,No
A,HC1P1,,,TWAZ,WB,D2S,3,,No,No
A,HC1P1,,,TWAZ,WB,D2S,4,,No,No
A,HC1P1,,,TWAZ,DQ,TWAZ,1,,No,No
A,HC1P1,,,TWAZ,DQ,TWAZ,2,,No,No
A,HC1P1,,,TWAZ,DQ,TWAZ,3,,No,No
A,HC1P1,,,TWAZ,DQ,TWAZ,4,,No,No
A,HC1P1,,,TWAZ,HO,TWAZ,1,,No,No
A,HC1P1,,,TWAZ,HO,TWAZ,2,,No,No
A,HC1P1,,,TWAZ,HO,TWAZ,3,,No,No
A,HC1P1,,,TWAZ,HO,TWAZ,4,,No,No
A,HC1P1,,,TWAZ,TE,TWAZ,1,,No,No
A,HC1P1,,,TWAZ,TE,TWAZ,2,,No,No
A,HC1P1,,,TWAZ,TE,TWAZ,3,,No,No
A,HC1P1,,,TWAZ,TE,TWAZ,4,,No,No
A,HC1P1,,,R3CZ,1A,D5S,1,,No,No
A,HC1P1,,,R3CZ,1A,D5S,2,,No,No
A,HC1P1,,,R3CZ,1A,D5S,3,,No,No
A,HC1P1,,,R3CZ,1A,D5S,4,,No,No
A,HC1P1,,,R3CZ,1A,D5S,5,,No,No
A,HC1P1,,,R3CZ,AA,D5S,1,,No,No
A,HC1P1,,,R3CZ,AA,D5S,2,,No,No
A,HC1P1,,,R3CZ,AA,D5S,3,,No,No
A,HC1P1,,,R3CZ,AA,D5S,4,,No,No
A,HC1P1,,,R3CZ,AA,D5S,5,,No,No
A,HC1P1,,,R3CZ,UA,D5S,1,,No,No
A,HC1P1,,,R3CZ,UA,D5S,2,,No,No
A,HC1P1,,,R3CZ,UA,D5S,3,,No,No
A,HC1P1,,,R3CZ,UA,D5S,4,,No,No
A,HC1P1,,,R3CZ,UA,D5S,5,,No,No
A,HC1P1,,,R3CZ,TW,D5S,1,,No,No
A,HC1P1,,,R3CZ,TW,D5S,2,,No,No
A,HC1P1,,,R3CZ,TW,D5S,3,,No,No
A,HC1P1,,,R3CZ,TW,D5S,4,,No,No
A,HC1P1,,,R3CZ,TW,D5S,5,,No,No
A,HC1P1,,,R3CZ,WB,D5S,1,,No,No
A,HC1P1,,,R3CZ,WB,D5S,2,,No,No
A,HC1P1,,,R3CZ,WB,D5S,3,,No,No
A,HC1P1,,,R3CZ,WB,D5S,4,,No,No
A,HC1P1,,,R3CZ,WB,D5S,5,,No,No
A,HC1P1,,,R3CZ,DQ,R3CZ,1,,No,No
A,HC1P1,,,R3CZ,DQ,R3CZ,2,,No,No
A,HC1P1,,,R3CZ,DQ,R3CZ,3,,No,No
A,HC1P1,,,R3CZ,DQ,R3CZ,4,,No,No
A,HC1P1,,,R3CZ,DQ,R3CZ,5,,No,No
A,HC1P1,,,R3CZ,HO,R3CZ,1,,No,No
A,HC1P1,,,R3CZ,HO,R3CZ,2,,No,No
A,HC1P1,,,R3CZ,HO,R3CZ,3,,No,No
A,HC1P1,,,R3CZ,HO,R3CZ,4,,No,No
A,HC1P1,,,R3CZ,HO,R3CZ,5,,No,No
A,HC1P1,,,R3CZ,TE,R3CZ,1,,No,No
A,HC1P1,,,R3CZ,TE,R3CZ,2,,No,No
A,HC1P1,,,R3CZ,TE,R3CZ,3,,No,No
A,HC1P1,,,R3CZ,TE,R3CZ,4,,No,No
A,HC1P1,,,R3CZ,TE,R3CZ,5,,No,No
A,HC1P1,,,SGCZ,1A,D1S,1,,No,No
A,HC1P1,,,SGCZ,AA,D1S,1,,No,No
A,HC1P1,,,SGCZ,UA,D1S,1,,No,No
A,HC1P1,,,SGCZ,TW,D1S,1,,No,No
A,HC1P1,,,SGCZ,WB,D1S,1,,No,No
A,HC1P1,,,SGCZ,DQ,SGCZ,1,,No,No
A,HC1P1,,,SGCZ,HO,SGCZ,1,,No,No
A,HC1P1,,,SGCZ,TE,SGCZ,1,,No,No
A,HC1P1,,,TWCMVZ,1A,B5S,1,,No,No
A,HC1P1,,,TWCMVZ,1A,B5S,2,,No,No
A,HC1P1,,,TWCMVZ,1A,B5S,3,,No,No
A,HC1P1,,,TWCMVZ,1A,B5S,4,,No,No
A,HC1P1,,,TWCMVZ,1A,B5S,5,,No,No
A,HC1P1,,,TWCMVZ,AA,B5S,1,,No,No
A,HC1P1,,,TWCMVZ,AA,B5S,2,,No,No
A,HC1P1,,,TWCMVZ,AA,B5S,3,,No,No
A,HC1P1,,,TWCMVZ,AA,B5S,4,,No,No
A,HC1P1,,,TWCMVZ,AA,B5S,5,,No,No
A,HC1P1,,,TWCMVZ,UA,B5S,1,,No,No
A,HC1P1,,,TWCMVZ,UA,B5S,2,,No,No
A,HC1P1,,,TWCMVZ,UA,B5S,3,,No,No
A,HC1P1,,,TWCMVZ,UA,B5S,4,,No,No
A,HC1P1,,,TWCMVZ,UA,B5S,5,,No,No
A,HC1P1,,,TWCMVZ,TW,B5S,1,,No,No
A,HC1P1,,,TWCMVZ,TW,B5S,2,,No,No
A,HC1P1,,,TWCMVZ,TW,B5S,3,,No,No
A,HC1P1,,,TWCMVZ,TW,B5S,4,,No,No
A,HC1P1,,,TWCMVZ,TW,B5S,5,,No,No
A,HC1P1,,,TWCMVZ,WB,B5S,1,,No,No
A,HC1P1,,,TWCMVZ,WB,B5S,2,,No,No
A,HC1P1,,,TWCMVZ,WB,B5S,3,,No,No
A,HC1P1,,,TWCMVZ,WB,B5S,4,,No,No
A,HC1P1,,,TWCMVZ,WB,B5S,5,,No,No
A,HC1P1,,,TWCMVZ,DQ,TWCMVZ,1,,No,No
A,HC1P1,,,TWCMVZ,DQ,TWCMVZ,2,,No,No
A,HC1P1,,,TWCMVZ,DQ,TWCMVZ,3,,No,No
A,HC1P1,,,TWCMVZ,DQ,TWCMVZ,4,,No,No
A,HC1P1,,,TWCMVZ,DQ,TWCMVZ,5,,No,No
A,HC1P1,,,TWCMVZ,HO,TWCMVZ,1,,No,No
A,HC1P1,,,TWCMVZ,HO,TWCMVZ,2,,No,No
A,HC1P1,,,TWCMVZ,HO,TWCMVZ,3,,No,No
A,HC1P1,,,TWCMVZ,HO,TWCMVZ,4,,No,No
A,HC1P1,,,TWCMVZ,HO,TWCMVZ,5,,No,No
A,HC1P1,,,TWCMVZ,TE,TWCMVZ,1,,No,No
A,HC1P1,,,TWCMVZ,TE,TWCMVZ,2,,No,No
A,HC1P1,,,TWCMVZ,TE,TWCMVZ,3,,No,No
A,HC1P1,,,TWCMVZ,TE,TWCMVZ,4,,No,No
A,HC1P1,,,TWCMVZ,TE,TWCMVZ,5,,No,No
A,HC1P1,,,TWAMVZ,1A,D1T,1,,No,No
A,HC1P1,,,TWAMVZ,1A,D1T,2,,No,No
A,HC1P1,,,TWAMVZ,1A,D1T,3,,No,No
A,HC1P1,,,TWAMVZ,AA,D1T,1,,No,No
A,HC1P1,,,TWAMVZ,AA,D1T,2,,No,No
A,HC1P1,,,TWAMVZ,AA,D1T,3,,No,No
A,HC1P1,,,TWAMVZ,UA,D1T,1,,No,No
A,HC1P1,,,TWAMVZ,UA,D1T,2,,No,No
A,HC1P1,,,TWAMVZ,UA,D1T,3,,No,No
A,HC1P1,,,TWAMVZ,TW,D1T,1,,No,No
A,HC1P1,,,TWAMVZ,TW,D1T,2,,No,No
A,HC1P1,,,TWAMVZ,TW,D1T,3,,No,No
A,HC1P1,,,TWAMVZ,WB,D1T,1,,No,No
A,HC1P1,,,TWAMVZ,WB,D1T,2,,No,No
A,HC1P1,,,TWAMVZ,WB,D1T,3,,No,No
A,HC1P1,,,TWAMVZ,DQ,TWAMVZ,1,,No,No
A,HC1P1,,,TWAMVZ,DQ,TWAMVZ,2,,No,No
A,HC1P1,,,TWAMVZ,DQ,TWAMVZ,3,,No,No
A,HC1P1,,,TWAMVZ,HO,TWAMVZ,1,,No,No
A,HC1P1,,,TWAMVZ,HO,TWAMVZ,2,,No,No
A,HC1P1,,,TWAMVZ,HO,TWAMVZ,3,,No,No
A,HC1P1,,,TWAMVZ,TE,TWAMVZ,1,,No,No
A,HC1P1,,,TWAMVZ,TE,TWAMVZ,2,,No,No
A,HC1P1,,,TWAMVZ,TE,TWAMVZ,3,,No,No
A,HC1P1,,,TWA,1A,C2S,1,,No,No
A,HC1P1,,,TWA,1A,C2S,2,,No,No
A,HC1P1,,,TWA,1A,C2S,3,,No,No
A,HC1P1,,,TWA,1A,C2S,4,,No,No
A,HC1P1,,,TWA,AA,C2S,1,,No,No
A,HC1P1,,,TWA,AA,C2S,2,,No,No
A,HC1P1,,,TWA,AA,C2S,3,,No,No
A,HC1P1,,,TWA,AA,C2S,4,,No,No
A,HC1P1,,,TWA,UA,C2S,1,,No,No
A,HC1P1,,,TWA,UA,C2S,2,,No,No
A,HC1P1,,,TWA,UA,C2S,3,,No,No
A,HC1P1,,,TWA,UA,C2S,4,,No,No
A,HC1P1,,,TWA,TW,C2S,1,,No,No
A,HC1P1,,,TWA,TW,C2S,2,,No,No
A,HC1P1,,,TWA,TW,C2S,3,,No,No
A,HC1P1,,,TWA,TW,C2S,4,,No,No
A,HC1P1,,,TWA,WB,C2S,1,,No,No
A,HC1P1,,,TWA,WB,C2S,2,,No,No
A,HC1P1,,,TWA,WB,C2S,3,,No,No
A,HC1P1,,,TWA,WB,C2S,4,,No,No
A,HC1P1,,,TWA,DQ,TWA,1,,No,No
A,HC1P1,,,TWA,DQ,TWA,2,,No,No
A,HC1P1,,,TWA,DQ,TWA,3,,No,No
A,HC1P1,,,TWA,DQ,TWA,4,,No,No
A,HC1P1,,,TWA,HO,TWA,1,,No,No
A,HC1P1,,,TWA,HO,TWA,2,,No,No
A,HC1P1,,,TWA,HO,TWA,3,,No,No
A,HC1P1,,,TWA,HO,TWA,4,,No,No
A,HC1P1,,,TWA,TE,TWA,1,,No,No
A,HC1P1,,,TWA,TE,TWA,2,,No,No
A,HC1P1,,,TWA,TE,TWA,3,,No,No
A,HC1P1,,,TWA,TE,TWA,4,,No,No
A,HC1P1,,,TFC,1A,C1T,1,,No,No
A,HC1P1,,,TFC,1A,C1T,2,,No,No
A,HC1P1,,,TFC,1A,C1T,3,,No,No
A,HC1P1,,,TFC,AA,C1T,1,,No,No
A,HC1P1,,,TFC,AA,C1T,2,,No,No
A,HC1P1,,,TFC,AA,C1T,3,,No,No
A,HC1P1,,,TFC,UA,C1T,1,,No,No
A,HC1P1,,,TFC,UA,C1T,2,,No,No
A,HC1P1,,,TFC,UA,C1T,3,,No,No
A,HC1P1,,,TFC,TW,C1T,1,,No,No
A,HC1P1,,,TFC,TW,C1T,2,,No,No
A,HC1P1,,,TFC,TW,C1T,3,,No,No
A,HC1P1,,,TFC,WB,C1T,1,,No,No
A,HC1P1,,,TFC,WB,C1T,2,,No,No
A,HC1P1,,,TFC,WB,C1T,3,,No,No
A,HC1P1,,,TFC,DQ,TFC,1,,No,No
A,HC1P1,,,TFC,DQ,TFC,2,,No,No
A,HC1P1,,,TFC,DQ,TFC,3,,No,No
A,HC1P1,,,TFC,HO,TFC,1,,No,No
A,HC1P1,,,TFC,HO,TFC,2,,No,No
A,HC1P1,,,TFC,HO,TFC,3,,No,No
A,HC1P1,,,TFC,TE,TFC,1,,No,No
A,HC1P1,,,TFC,TE,TFC,2,,No,No
A,HC1P1,,,TFC,TE,TFC,3,,No,No
A,HC1P1,,,S4AZ,1A,B2S,1,,No,No
A,HC1P1,,,S4AZ,1A,B2S,2,,No,No
A,HC1P1,,,S4AZ,1A,B2S,3,,No,No
A,HC1P1,,,S4AZ,1A,B2S,4,,No,No
A,HC1P1,,,S4AZ,1A,B2S,5,,No,No
A,HC1P1,,,S4AZ,AA,B2S,1,,No,No
A,HC1P1,,,S4AZ,AA,B2S,2,,No,No
A,HC1P1,,,S4AZ,AA,B2S,3,,No,No
A,HC1P1,,,S4AZ,AA,B2S,4,,No,No
A,HC1P1,,,S4AZ,AA,B2S,5,,No,No
A,HC1P1,,,S4AZ,UA,B2S,1,,No,No
A,HC1P1,,,S4AZ,UA,B2S,2,,No,No
A,HC1P1,,,S4AZ,UA,B2S,3,,No,No
A,HC1P1,,,S4AZ,UA,B2S,4,,No,No
A,HC1P1,,,S4AZ,UA,B2S,5,,No,No
A,HC1P1,,,S4AZ,TW,B2S,1,,No,No
A,HC1P1,,,S4AZ,TW,B2S,2,,No,No
A,HC1P1,,,S4AZ,TW,B2S,3,,No,No
A,HC1P1,,,S4AZ,TW,B2S,4,,No,No
A,HC1P1,,,S4AZ,TW,B2S,5,,No,No
A,HC1P1,,,S4AZ,WB,B2S,1,,No,No
A,HC1P1,,,S4AZ,WB,B2S,2,,No,No
A,HC1P1,,,S4AZ,WB,B2S,3,,No,No
A,HC1P1,,,S4AZ,WB,B2S,4,,No,No
A,HC1P1,,,S4AZ,WB,B2S,5,,No,No
A,HC1P1,,,S4AZ,DQ,S4AZ,1,,No,No
A,HC1P1,,,S4AZ,DQ,S4AZ,2,,No,No
A,HC1P1,,,S4AZ,DQ,S4AZ,3,,No,No
A,HC1P1,,,S4AZ,DQ,S4AZ,4,,No,No
A,HC1P1,,,S4AZ,DQ,S4AZ,5,,No,No
A,HC1P1,,,S4AZ,HO,S4AZ,1,,No,No
A,HC1P1,,,S4AZ,HO,S4AZ,2,,No,No
A,HC1P1,,,S4AZ,HO,S4AZ,3,,No,No
A,HC1P1,,,S4AZ,HO,S4AZ,4,,No,No
A,HC1P1,,,S4AZ,HO,S4AZ,5,,No,No
A,HC1P1,,,S4AZ,TE,S4AZ,1,,No,No
A,HC1P1,,,S4AZ,TE,S4AZ,2,,No,No
A,HC1P1,,,S4AZ,TE,S4AZ,3,,No,No
A,HC1P1,,,S4AZ,TE,S4AZ,4,,No,No
A,HC1P1,,,S4AZ,TE,S4AZ,5,,No,No
A,HC1P1,,,S4A,1A,D5T,1,,No,No
A,HC1P1,,,S4A,1A,D5T,2,,No,No
A,HC1P1,,,S4A,1A,D5T,3,,No,No
A,HC1P1,,,S4A,1A,D5T,4,,No,No
A,HC1P1,,,S4A,1A,D5T,5,,No,No
A,HC1P1,,,S4A,1A,D5T,6,,No,No
A,HC1P1,,,S4A,AA,D5T,1,,No,No
A,HC1P1,,,S4A,AA,D5T,2,,No,No
A,HC1P1,,,S4A,AA,D5T,3,,No,No
A,HC1P1,,,S4A,AA,D5T,4,,No,No
A,HC1P1,,,S4A,AA,D5T,5,,No,No
A,HC1P1,,,S4A,AA,D5T,6,,No,No
A,HC1P1,,,S4A,UA,D5T,1,,No,No
A,HC1P1,,,S4A,UA,D5T,2,,No,No
A,HC1P1,,,S4A,UA,D5T,3,,No,No
A,HC1P1,,,S4A,UA,D5T,4,,No,No
A,HC1P1,,,S4A,UA,D5T,5,,No,No
A,HC1P1,,,S4A,UA,D5T,6,,No,No
A,HC1P1,,,S4A,TW,D5T,1,,No,No
A,HC1P1,,,S4A,TW,D5T,2,,No,No
A,HC1P1,,,S4A,TW,D5T,3,,No,No
A,HC1P1,,,S4A,TW,D5T,4,,No,No
A,HC1P1,,,S4A,TW,D5T,5,,No,No
A,HC1P1,,,S4A,TW,D5T,6,,No,No
A,HC1P1,,,S4A,WB,D5T,1,,No,No
A,HC1P1,,,S4A,WB,D5T,2,,No,No
A,HC1P1,,,S4A,WB,D5T,3,,No,No
A,HC1P1,,,S4A,WB,D5T,4,,No,No
A,HC1P1,,,S4A,WB,D5T,5,,No,No
A,HC1P1,,,S4A,WB,D5T,6,,No,No
A,HC1P1,,,S4A,DQ,S4A,1,,No,No
A,HC1P1,,,S4A,DQ,S4A,2,,No,No
A,HC1P1,,,S4A,DQ,S4A,3,,No,No
A,HC1P1,,,S4A,DQ,S4A,4,,No,No
A,HC1P1,,,S4A,DQ,S4A,5,,No,No
A,HC1P1,,,S4A,DQ,S4A,6,,No,No
A,HC1P1,,,S4A,HO,S4A,1,,No,No
A,HC1P1,,,S4A,HO,S4A,2,,No,No
A,HC1P1,,,S4A,HO,S4A,3,,No,No
A,HC1P1,,,S4A,HO,S4A,4,,No,No
A,HC1P1,,,S4A,HO,S4A,5,,No,No
A,HC1P1,,,S4A,HO,S4A,6,,No,No
A,HC1P1,,,S4A,TE,S4A,1,,No,No
A,HC1P1,,,S4A,TE,S4A,2,,No,No
A,HC1P1,,,S4A,TE,S4A,3,,No,No
A,HC1P1,,,S4A,TE,S4A,4,,No,No
A,HC1P1,,,S4A,TE,S4A,5,,No,No
A,HC1P1,,,S4A,TE,S4A,6,,No,No
A,HC1P1,,,SWA,1A,J5S,1,,No,No
A,HC1P1,,,SWA,1A,J5S,2,,No,No
A,HC1P1,,,SWA,1A,J5S,3,,No,No
A,HC1P1,,,SWA,1A,J5S,4,,No,No
A,HC1P1,,,SWA,1A,J5S,5,,No,No
A,HC1P1,,,SWA,AA,J5S,1,,No,No
A,HC1P1,,,SWA,AA,J5S,2,,No,No
A,HC1P1,,,SWA,AA,J5S,3,,No,No
A,HC1P1,,,SWA,AA,J5S,4,,No,No
A,HC1P1,,,SWA,AA,J5S,5,,No,No
A,HC1P1,,,SWA,UA,J5S,1,,No,No
A,HC1P1,,,SWA,UA,J5S,2,,No,No
A,HC1P1,,,SWA,UA,J5S,3,,No,No
A,HC1P1,,,SWA,UA,J5S,4,,No,No
A,HC1P1,,,SWA,UA,J5S,5,,No,No
A,HC1P1,,,SWA,TW,J5S,1,,No,No
A,HC1P1,,,SWA,TW,J5S,2,,No,No
A,HC1P1,,,SWA,TW,J5S,3,,No,No
A,HC1P1,,,SWA,TW,J5S,4,,No,No
A,HC1P1,,,SWA,TW,J5S,5,,No,No
A,HC1P1,,,SWA,WB,J5S,1,,No,No
A,HC1P1,,,SWA,WB,J5S,2,,No,No
A,HC1P1,,,SWA,WB,J5S,3,,No,No
A,HC1P1,,,SWA,WB,J5S,4,,No,No
A,HC1P1,,,SWA,WB,J5S,5,,No,No
A,HC1P1,,,SWA,DQ,SWA,1,,No,No
A,HC1P1,,,SWA,DQ,SWA,2,,No,No
A,HC1P1,,,SWA,DQ,SWA,3,,No,No
A,HC1P1,,,SWA,DQ,SWA,4,,No,No
A,HC1P1,,,SWA,DQ,SWA,5,,No,No
A,HC1P1,,,SWA,HO,SWA,1,,No,No
A,HC1P1,,,SWA,HO,SWA,2,,No,No
A,HC1P1,,,SWA,HO,SWA,3,,No,No
A,HC1P1,,,SWA,HO,SWA,4,,No,No
A,HC1P1,,,SWA,HO,SWA,5,,No,No
A,HC1P1,,,SWA,TE,SWA,1,,No,No
A,HC1P1,,,SWA,TE,SWA,2,,No,No
A,HC1P1,,,SWA,TE,SWA,3,,No,No
A,HC1P1,,,SWA,TE,SWA,4,,No,No
A,HC1P1,,,SWA,TE,SWA,5,,No,No
A,HC1P1,,,SXA,1A,S4S,1,,No,No
A,HC1P1,,,SXA,1A,S4S,2,,No,No
A,HC1P1,,,SXA,1A,S4S,3,,No,No
A,HC1P1,,,SXA,1A,S4S,4,,No,No
A,HC1P1,,,SXA,AA,S4S,1,,No,No
A,HC1P1,,,SXA,AA,S4S,2,,No,No
A,HC1P1,,,SXA,AA,S4S,3,,No,No
A,HC1P1,,,SXA,AA,S4S,4,,No,No
A,HC1P1,,,SXA,UA,S4S,1,,No,No
A,HC1P1,,,SXA,UA,S4S,2,,No,No
A,HC1P1,,,SXA,UA,S4S,3,,No,No
A,HC1P1,,,SXA,UA,S4S,4,,No,No
A,HC1P1,,,SXA,TW,S4S,1,,No,No
A,HC1P1,,,SXA,TW,S4S,2,,No,No
A,HC1P1,,,SXA,TW,S4S,3,,No,No
A,HC1P1,,,SXA,TW,S4S,4,,No,No
A,HC1P1,,,SXA,WB,S4S,1,,No,No
A,HC1P1,,,SXA,WB,S4S,2,,No,No
A,HC1P1,,,SXA,WB,S4S,3,,No,No
A,HC1P1,,,SXA,WB,S4S,4,,No,No
A,HC1P1,,,SXA,DQ,SXA,1,,No,No
A,HC1P1,,,SXA,DQ,SXA,2,,No,No
A,HC1P1,,,SXA,DQ,SXA,3,,No,No
A,HC1P1,,,SXA,DQ,SXA,4,,No,No
A,HC1P1,,,SXA,HO,SXA,1,,No,No
A,HC1P1,,,SXA,HO,SXA,2,,No,No
A,HC1P1,,,SXA,HO,SXA,3,,No,No
A,HC1P1,,,SXA,HO,SXA,4,,No,No
A,HC1P1,,,SXA,TE,SXA,1,,No,No
A,HC1P1,,,SXA,TE,SXA,2,,No,No
A,HC1P1,,,SXA,TE,SXA,3,,No,No
A,HC1P1,,,SXA,TE,SXA,4,,No,No
A,HC1P2,,,R3CZ,1A,D4S,1,,No,No
A,HC1P2,,,R3CZ,1A,D4S,2,,No,No
A,HC1P2,,,R3CZ,1A,D4S,3,,No,No
A,HC1P2,,,R3CZ,1A,D4S,4,,No,No
A,HC1P2,,,R3CZ,AA,D4S,1,,No,No
A,HC1P2,,,R3CZ,AA,D4S,2,,No,No
A,HC1P2,,,R3CZ,AA,D4S,3,,No,No
A,HC1P2,,,R3CZ,AA,D4S,4,,No,No
A,HC1P2,,,R3CZ,UA,D4S,1,,No,No
A,HC1P2,,,R3CZ,UA,D4S,2,,No,No
A,HC1P2,,,R3CZ,UA,D4S,3,,No,No
A,HC1P2,,,R3CZ,UA,D4S,4,,No,No
A,HC1P2,,,R3CZ,TW,D4S,1,,No,No
A,HC1P2,,,R3CZ,TW,D4S,2,,No,No
A,HC1P2,,,R3CZ,TW,D4S,3,,No,No
A,HC1P2,,,R3CZ,TW,D4S,4,,No,No
A,HC1P2,,,R3CZ,WB,D4S,1,,No,No
A,HC1P2,,,R3CZ,WB,D4S,2,,No,No
A,HC1P2,,,R3CZ,WB,D4S,3,,No,No
A,HC1P2,,,R3CZ,WB,D4S,4,,No,No
A,HC1P2,,,R3CZ,DQ,R3CZ,1,,No,No
A,HC1P2,,,R3CZ,DQ,R3CZ,2,,No,No
