Number,RID,Hotel_name,Response_Text
RITM0609992,C301,MGALLERY GARRYA MU CANG CHAI,We are delighted to inform you that the aforementioned request has been successfully fulfilled. RID for the hotel is C301-MGALLERY GARRYA MU CANG CHAI and the hotels status is DELETED
